"Title","Created"
"Prompt mestre GoPro","1775222050,399518"
"Cap 1","1775223085,912312"
"Cap 2","1775223744,577471"
"Frente do Ouro Oportunidade","1775265879,595086"
"Aprimoramento de Voz Clonada","1775319719,225042"
"Configurações de voz para anúncios","1775321623,133936"
"Renda recorrente na loja","1775321920,165322"
"Ajuste de Configurações V2","1775323189,346255"
"Boas Práticas ElevenLabs","1775324994,341561"
"Configuração de Clone","1775325085,359582"
"Venda Recorrente Telecom","1775326865,514208"
"Tags de Emoção em IA","1775327404,461104"
"Prompt Mestre V2 V3","1775327609,717298"
"Renda Recorrente Telecom","1775327740,224514"
"O que é a Páscoa","1775390769,257722"
"Core Service iGreen","1775421386,816643"
"Antigravidade e suas possibilidades","1775479450,399241"
"Tom de Voz Estratégico","1775518577,047392"
"Knowledge iGreen","1775522241,518076"
"Prompt para eGreen","1775522366,401554"
"Qualificação iGreen .md","1775522610,1031"
"Cap 3","1775528395,061766"
"Prospecção e Mudança de Identidade","1775528889,762581"
"Professional Paid Traffic Manager.","1675891067,477581"
"Relatórios de campanha.","1679240537,991075"
"New chat","1719178797,704041"
"Traduzir no Kindle.","1679627865,731822"
"Beleza dos pés evangelho","1720364448,02256"
"New chat","1679790881,647101"
"Pixel registrando evento de compra.","1676503176,330871"
"Novo Modo de Voz","1716511572,490407"
"Interests-Based Congregations.","1679352331,719507"
"Tráfego pago para Emplacou","1677033832,687774"
"copy do sutiã","1676742370,098911"
"Reconciliation Through Christ","1722772744,007009"
"Conselhos para Perfil Gato-Águia","1718314425,372601"
"Salário médio da Série B","1720227622,745487"
"Marketing and Admin Expertise","1724720078,787717"
"Uone Tech: Aumentar Produtividade","1679536622,569966"
"Presentation for Paid Traffic Manager","1675893883,151783"
"Tinder profile description.","1676944885,670945"
"Uone Tech IA Potencializada.","1679535154,087782"
"New chat","1705947155,386633"
"Dream 100 Strategy.","1679625839,368678"
"Advertising Campaign Planning.","1677030011,442047"
"Problemas Alterar Nameservers","1724705859,571331"
"Finanças: Investimentos e Gastos","1707350226,488656"
"Calcular área piso","1723947265,820445"
"Agradecimento pelo acesso.","1679191923,86864"
"Meias Ortopédicas Para Alívio","1676009480,125903"
"Identificar influenciadores locais.","1679351364,311244"
"Webnar e marca","1676068327,609599"
"Digital Marketing: Traffic Optimization.","1676330848,435786"
"Tabuada do 1 ao 5.","1679001519,650416"
"Exciting Whoosh!","1721166056,936092"
"venda - tráfego pago","1675892467,765"
"Valorização de oferta.","1679531437,507174"
"H.S.O. e Personagem Atraente","1679529309,846871"
"Deep Neural Analysis Specialist","1718987301,730343"
"Traffic Book by Brunson","1679347676,376878"
"Banner Criativo para Ecommerce.","1679167946,841934"
"Crisis and Consciousness: Reflections","1718581811,444525"
"Keyword brainstorming","1679524213,484324"
"Jornada","1719772259,119121"
"Smart Home E-commerce Sites","1679168444,728514"
"Chet's Sales Strategy.","1679348118,437451"
"Contas Shopify ilimitadas.","1678830416,272713"
"Tradutor Kindle PC.","1679628254,758884"
"JPG or PNG for Banner","1679189788,166121"
"Meias Ortopédicas para Conforto","1675910537,108182"
"Criando ganchos eficazes.","1679530920,425253"
"Instalação do Google Analytics","1679854147,407175"
"New chat","1679534758,286652"
"Script for Painful Feet Video","1675909044,770438"
"Configurar domínio na landing page","1676323376,834043"
"Analista analisa site.","1706661675,126696"
"idéias de conteúdo","1706829263,676649"
