Dt_Venda;Cod_prod;Cod_Cliente;Pr_custo;Pr_Unit;Qtde;Situacao;Cod_Canal_vendas;Cod_Vend
21/03/2017;2;1; R$1,11 ; R$1,17 ;104;N;2;1
21/03/2017;2;2; R$1,15 ; R$1,22 ;11;N;1;2
21/03/2017;4;4; R$1,67 ; R$2,39 ;94;N;1;4
21/03/2017;9;9; R$8,38 ; R$8,82 ;93;N;2;9
22/03/2017;4;2; R$1,70 ; R$2,43 ;76;N;1;2
22/03/2017;9;5; R$2,59 ; R$2,72 ;27;N;1;5
22/03/2017;1;9; R$6,61 ; R$8,27 ;110;N;2;9
22/03/2017;1;1; R$6,48 ; R$8,10 ;55;N;1;1
22/03/2017;3;5; R$0,76 ; R$0,95 ;108;N;1;5
22/03/2017;5;7; R$3,06 ; R$4,37 ;115;N;1;7
22/03/2017;9;4; R$8,38 ; R$8,82 ;70;N;1;4
22/03/2017;6;1; R$2,76 ; R$2,91 ;13;N;1;1
22/03/2017;6;4; R$2,79 ; R$2,94 ;34;N;1;4
22/03/2017;6;8; R$2,76 ; R$2,91 ;106;N;1;8
22/03/2017;4;2; R$1,67 ; R$2,39 ;13;N;1;2
22/03/2017;6;10; R$2,79 ; R$2,94 ;81;N;2;
22/03/2017;6;8; R$2,79 ; R$2,94 ;52;N;1;8
22/03/2017;9;6; R$2,61 ; R$2,75 ;65;N;1;6
22/03/2017;9;10; R$7,97 ; R$8,39 ;20;N;1;
22/03/2017;3;4; R$0,78 ; R$0,98 ;28;N;2;4
22/03/2017;3;6; R$0,74 ; R$0,93 ;50;N;2;6
22/03/2017;3;2; R$0,78 ; R$0,98 ;85;N;1;2
23/03/2017;4;5; R$1,64 ; R$2,34 ;20;N;1;5
23/03/2017;4;3; R$1,74 ; R$2,48 ;50;N;2;3
23/03/2017;4;5; R$1,67 ; R$2,39 ;96;N;1;5
23/03/2017;1;6; R$6,61 ; R$8,27 ;94;N;1;6
23/03/2017;2;8; R$1,15 ; R$1,22 ;16;N;1;8
23/03/2017;3;9; R$0,77 ; R$0,96 ;108;N;2;9
23/03/2017;5;1; R$2,91 ; R$4,15 ;22;N;1;1
23/03/2017;6;3; R$2,91 ; R$3,06 ;24;N;1;3
23/03/2017;5;4; R$2,97 ; R$4,24 ;43;N;1;4
23/03/2017;7;1; R$1,00 ; R$1,43 ;22;N;1;1
23/03/2017;9;6; R$2,72 ; R$2,86 ;44;N;1;6
23/03/2017;2;7; R$1,15 ; R$1,22 ;65;N;1;7
23/03/2017;3;2; R$0,75 ; R$0,94 ;15;N;1;2
23/03/2017;6;8; R$2,85 ; R$3,00 ;57;N;2;8
23/03/2017;4;10; R$1,67 ; R$2,39 ;101;N;2;
23/03/2017;4;10; R$1,67 ; R$2,39 ;93;N;1;
23/03/2017;6;7; R$2,91 ; R$3,06 ;69;N;2;7
23/03/2017;3;8; R$0,78 ; R$0,97 ;92;N;1;8
23/03/2017;6;10; R$2,85 ; R$3,00 ;74;N;1;
23/03/2017;7;8; R$0,99 ; R$1,41 ;106;N;1;8
23/03/2017;7;4; R$1,03 ; R$1,47 ;32;N;1;4
23/03/2017;2;7; R$1,15 ; R$1,22 ;14;N;1;7
23/03/2017;3;5; R$0,76 ; R$0,95 ;76;N;2;5
24/03/2017;3;2; R$0,78 ; R$0,98 ;41;N;1;2
24/03/2017;9;5; R$8,29 ; R$8,73 ;107;N;1;5
24/03/2017;3;8; R$0,74 ; R$0,93 ;80;N;1;8
24/03/2017;2;9; R$1,12 ; R$1,18 ;61;N;1;9
24/03/2017;6;9; R$2,94 ; R$3,09 ;111;N;2;9
24/03/2017;6;4; R$2,88 ; R$3,03 ;53;N;1;4
24/03/2017;9;6; R$2,61 ; R$2,75 ;32;N;1;6
24/03/2017;4;3; R$1,70 ; R$2,43 ;68;N;1;3
24/03/2017;5;6; R$2,91 ; R$4,15 ;15;N;1;6
24/03/2017;7;6; R$1,00 ; R$1,43 ;17;N;1;6
24/03/2017;2;1; R$1,11 ; R$1,17 ;40;N;1;1
24/03/2017;4;3; R$1,72 ; R$2,46 ;20;N;1;3
24/03/2017;5;1; R$3,00 ; R$4,28 ;102;N;2;1
24/03/2017;6;6; R$2,91 ; R$3,06 ;77;N;2;6
24/03/2017;7;8; R$1,00 ; R$1,43 ;66;N;1;8
24/03/2017;7;1; R$1,03 ; R$1,47 ;25;N;1;1
24/03/2017;3;10; R$0,78 ; R$0,98 ;36;N;1;
24/03/2017;5;10; R$3,06 ; R$4,37 ;55;N;1;
24/03/2017;5;4; R$2,97 ; R$4,24 ;87;N;1;4
24/03/2017;4;6; R$1,72 ; R$2,46 ;17;N;1;6
24/03/2017;4;9; R$1,72 ; R$2,46 ;78;N;1;9
24/03/2017;5;2; R$3,09 ; R$4,41 ;63;N;1;2
25/03/2017;2;2; R$1,12 ; R$1,18 ;115;N;2;2
25/03/2017;6;8; R$2,76 ; R$2,91 ;38;N;1;8
25/03/2017;7;1; R$0,99 ; R$1,41 ;87;N;2;1
25/03/2017;5;8; R$3,09 ; R$4,41 ;61;N;1;8
25/03/2017;9;9; R$8,21 ; R$8,65 ;102;N;2;9
25/03/2017;4;7; R$1,69 ; R$2,41 ;85;N;2;7
25/03/2017;6;6; R$2,94 ; R$3,09 ;103;N;1;6
25/03/2017;6;8; R$2,79 ; R$2,94 ;65;N;1;8
25/03/2017;2;10; R$1,15 ; R$1,22 ;108;N;1;
25/03/2017;5;9; R$3,06 ; R$4,37 ;31;N;1;9
25/03/2017;5;2; R$2,97 ; R$4,24 ;17;N;1;2
25/03/2017;7;7; R$0,99 ; R$1,41 ;29;N;2;7
25/03/2017;3;2; R$0,78 ; R$0,98 ;112;N;1;2
25/03/2017;7;8; R$1,01 ; R$1,44 ;13;N;2;8
25/03/2017;1;6; R$6,88 ; R$8,60 ;38;N;2;6
25/03/2017;6;1; R$2,82 ; R$2,97 ;69;N;2;1
26/03/2017;1;6; R$6,48 ; R$8,10 ;75;N;1;6
26/03/2017;9;3; R$2,59 ; R$2,72 ;27;N;1;3
26/03/2017;3;4; R$0,78 ; R$0,97 ;70;N;1;4
26/03/2017;7;1; R$1,04 ; R$1,48 ;97;N;1;1
26/03/2017;4;7; R$1,67 ; R$2,39 ;41;N;1;7
26/03/2017;4;2; R$1,70 ; R$2,43 ;32;N;1;2
27/03/2017;7;7; R$0,99 ; R$1,41 ;45;N;1;7
27/03/2017;9;6; R$8,13 ; R$8,56 ;78;N;1;6
27/03/2017;2;10; R$1,12 ; R$1,18 ;98;N;1;
27/03/2017;1;4; R$6,61 ; R$8,27 ;25;N;2;4
27/03/2017;2;10; R$1,14 ; R$1,20 ;97;N;2;
27/03/2017;3;8; R$0,75 ; R$0,94 ;99;N;1;8
27/03/2017;5;2; R$3,03 ; R$4,32 ;18;N;1;2
27/03/2017;7;2; R$0,99 ; R$1,41 ;95;N;2;2
27/03/2017;7;8; R$1,01 ; R$1,44 ;61;N;1;8
27/03/2017;4;7; R$1,74 ; R$2,48 ;89;N;2;7
27/03/2017;6;5; R$2,76 ; R$2,91 ;94;N;1;5
27/03/2017;3;3; R$0,79 ; R$0,99 ;70;N;2;3
27/03/2017;9;4; R$2,61 ; R$2,75 ;63;N;1;4
27/03/2017;5;3; R$3,00 ; R$4,28 ;89;N;1;3
27/03/2017;3;4; R$0,78 ; R$0,97 ;103;N;1;4
27/03/2017;5;1; R$3,09 ; R$4,41 ;28;N;1;1
27/03/2017;7;1; R$1,00 ; R$1,43 ;33;N;1;1
27/03/2017;7;9; R$1,02 ; R$1,45 ;97;N;1;9
27/03/2017;3;5; R$0,74 ; R$0,93 ;15;N;2;5
27/03/2017;6;9; R$2,79 ; R$2,94 ;33;N;2;9
27/03/2017;6;1; R$2,91 ; R$3,06 ;107;N;1;1
27/03/2017;9;9; R$8,29 ; R$8,73 ;84;N;2;9
28/03/2017;4;1; R$1,67 ; R$2,39 ;29;N;1;1
28/03/2017;5;5; R$2,97 ; R$4,24 ;101;N;1;5
28/03/2017;9;10; R$8,05 ; R$8,47 ;108;N;1;
28/03/2017;9;4; R$8,21 ; R$8,65 ;30;N;2;4
28/03/2017;1;6; R$6,61 ; R$8,27 ;31;N;1;6
28/03/2017;1;5; R$6,81 ; R$8,52 ;68;N;1;5
28/03/2017;3;6; R$0,78 ; R$0,98 ;51;N;2;6
28/03/2017;5;2; R$2,97 ; R$4,24 ;43;N;1;2
28/03/2017;6;3; R$2,85 ; R$3,00 ;56;N;2;3
28/03/2017;5;1; R$2,97 ; R$4,24 ;33;N;1;1
28/03/2017;6;3; R$2,79 ; R$2,94 ;46;N;2;3
28/03/2017;1;7; R$6,61 ; R$8,27 ;46;N;1;7
28/03/2017;1;4; R$6,48 ; R$8,10 ;12;N;1;4
28/03/2017;4;6; R$1,67 ; R$2,39 ;20;N;2;6
28/03/2017;9;8; R$2,61 ; R$2,75 ;60;N;2;8
28/03/2017;9;4; R$8,05 ; R$8,47 ;31;N;2;4
28/03/2017;4;7; R$1,67 ; R$2,39 ;94;N;2;7
28/03/2017;6;5; R$2,76 ; R$2,91 ;78;N;1;5
28/03/2017;6;5; R$2,76 ; R$2,91 ;112;N;2;5
28/03/2017;7;4; R$1,03 ; R$1,47 ;68;N;2;4
28/03/2017;1;7; R$6,61 ; R$8,27 ;115;N;1;7
28/03/2017;3;4; R$0,77 ; R$0,96 ;115;N;2;4
28/03/2017;4;9; R$1,67 ; R$2,39 ;95;N;1;9
28/03/2017;5;10; R$3,06 ; R$4,37 ;68;N;1;
28/03/2017;9;1; R$8,38 ; R$8,82 ;85;N;1;1
28/03/2017;4;5; R$1,74 ; R$2,48 ;56;N;2;5
29/03/2017;2;6; R$1,11 ; R$1,17 ;115;N;1;6
29/03/2017;9;9; R$2,64 ; R$2,78 ;60;N;1;9
29/03/2017;3;2; R$0,75 ; R$0,94 ;28;N;1;2
29/03/2017;4;9; R$1,70 ; R$2,43 ;39;N;1;9
29/03/2017;9;8; R$7,97 ; R$8,39 ;77;N;2;8
29/03/2017;3;10; R$0,77 ; R$0,96 ;78;N;1;
29/03/2017;5;7; R$3,00 ; R$4,28 ;106;N;2;7
29/03/2017;4;2; R$1,69 ; R$2,41 ;40;N;1;2
29/03/2017;6;4; R$2,88 ; R$3,03 ;106;N;1;4
29/03/2017;5;7; R$3,06 ; R$4,37 ;83;N;1;7
29/03/2017;9;7; R$2,59 ; R$2,72 ;29;N;1;7
29/03/2017;3;4; R$0,74 ; R$0,93 ;46;N;1;4
29/03/2017;4;3; R$1,64 ; R$2,34 ;29;N;2;3
29/03/2017;6;5; R$2,82 ; R$2,97 ;22;N;1;5
29/03/2017;1;3; R$6,48 ; R$8,10 ;77;N;1;3
29/03/2017;3;8; R$0,75 ; R$0,94 ;53;N;1;8
29/03/2017;4;7; R$1,69 ; R$2,41 ;48;N;1;7
29/03/2017;6;7; R$2,85 ; R$3,00 ;14;N;2;7
29/03/2017;3;3; R$0,78 ; R$0,97 ;102;N;2;3
29/03/2017;5;6; R$3,00 ; R$4,28 ;31;N;1;6
29/03/2017;9;7; R$2,59 ; R$2,72 ;13;N;1;7
30/03/2017;3;2; R$0,79 ; R$0,99 ;48;N;1;2
30/03/2017;4;4; R$1,65 ; R$2,36 ;105;N;2;4
30/03/2017;2;6; R$1,09 ; R$1,14 ;84;N;2;6
30/03/2017;3;7; R$0,78 ; R$0,98 ;87;N;1;7
30/03/2017;7;2; R$0,99 ; R$1,41 ;10;N;2;2
30/03/2017;1;2; R$6,48 ; R$8,10 ;75;N;1;2
30/03/2017;2;2; R$1,11 ; R$1,17 ;96;N;1;2
30/03/2017;3;2; R$0,78 ; R$0,97 ;88;N;2;2
30/03/2017;5;6; R$3,06 ; R$4,37 ;99;N;1;6
30/03/2017;9;9; R$8,38 ; R$8,82 ;54;N;1;9
30/03/2017;6;9; R$2,76 ; R$2,91 ;11;N;1;9
30/03/2017;2;10; R$1,13 ; R$1,19 ;91;N;2;
30/03/2017;3;3; R$0,79 ; R$0,99 ;43;N;2;3
30/03/2017;6;7; R$2,82 ; R$2,97 ;49;N;1;7
30/03/2017;9;5; R$2,61 ; R$2,75 ;37;N;1;5
30/03/2017;5;7; R$2,94 ; R$4,19 ;86;N;1;7
31/03/2017;3;10; R$0,78 ; R$0,97 ;77;N;2;
31/03/2017;3;9; R$0,78 ; R$0,98 ;54;N;1;9
31/03/2017;1;1; R$6,68 ; R$8,35 ;110;N;1;1
31/03/2017;9;5; R$8,13 ; R$8,56 ;101;N;1;5
31/03/2017;5;6; R$3,00 ; R$4,28 ;37;N;2;6
31/03/2017;6;5; R$2,79 ; R$2,94 ;108;N;1;5
31/03/2017;3;10; R$0,78 ; R$0,97 ;63;N;2;
31/03/2017;5;3; R$2,97 ; R$4,24 ;60;N;1;3
31/03/2017;7;5; R$1,02 ; R$1,45 ;87;N;2;5
31/03/2017;4;7; R$1,67 ; R$2,39 ;39;N;1;7
31/03/2017;6;2; R$2,85 ; R$3,00 ;69;N;1;2
31/03/2017;3;6; R$0,78 ; R$0,97 ;65;N;2;6
31/03/2017;3;1; R$0,77 ; R$0,96 ;108;N;1;1
31/03/2017;6;1; R$2,91 ; R$3,06 ;78;N;2;1
31/03/2017;7;8; R$1,02 ; R$1,45 ;101;N;2;8
31/03/2017;9;2; R$2,59 ; R$2,72 ;44;N;1;2
31/03/2017;7;9; R$1,02 ; R$1,45 ;108;N;1;9
31/03/2017;9;2; R$2,69 ; R$2,84 ;84;N;2;2
31/03/2017;5;10; R$3,00 ; R$4,28 ;57;N;1;
31/03/2017;6;3; R$2,76 ; R$2,91 ;61;N;1;3
01/04/2017;7;6; R$1,00 ; R$1,43 ;49;N;1;6
01/04/2017;3;3; R$0,79 ; R$0,99 ;45;N;2;3
01/04/2017;4;8; R$1,70 ; R$2,43 ;45;N;2;8
01/04/2017;5;5; R$2,91 ; R$4,15 ;108;N;2;5
01/04/2017;3;1; R$0,74 ; R$0,93 ;74;N;1;1
01/04/2017;4;9; R$1,65 ; R$2,36 ;41;N;1;9
01/04/2017;1;10; R$6,68 ; R$8,35 ;59;N;1;
01/04/2017;3;2; R$0,79 ; R$0,99 ;109;N;1;2
01/04/2017;6;6; R$2,82 ; R$2,97 ;84;N;1;6
01/04/2017;7;7; R$0,98 ; R$1,40 ;27;N;1;7
01/04/2017;9;1; R$2,64 ; R$2,78 ;104;N;2;1
01/04/2017;9;5; R$2,64 ; R$2,78 ;37;N;1;5
02/04/2017;1;10; R$6,81 ; R$8,52 ;39;N;2;
02/04/2017;5;3; R$3,09 ; R$4,41 ;47;N;2;3
02/04/2017;6;10; R$2,76 ; R$2,91 ;82;N;1;
02/04/2017;1;3; R$6,68 ; R$8,35 ;96;N;1;3
02/04/2017;3;2; R$0,78 ; R$0,98 ;38;N;1;2
02/04/2017;5;6; R$2,97 ; R$4,24 ;24;N;1;6
02/04/2017;6;9; R$2,88 ; R$3,03 ;92;N;2;9
02/04/2017;9;4; R$2,59 ; R$2,72 ;87;N;1;4
02/04/2017;9;8; R$8,05 ; R$8,47 ;23;N;1;8
02/04/2017;1;3; R$6,55 ; R$8,18 ;95;N;1;3
02/04/2017;2;2; R$1,11 ; R$1,17 ;67;N;2;2
02/04/2017;3;6; R$0,76 ; R$0,95 ;54;N;2;6
02/04/2017;4;10; R$1,69 ; R$2,41 ;65;N;1;
02/04/2017;6;3; R$2,94 ; R$3,09 ;64;N;2;3
02/04/2017;4;4; R$1,65 ; R$2,36 ;68;N;1;4
02/04/2017;4;6; R$1,67 ; R$2,39 ;107;N;1;6
02/04/2017;1;9; R$6,48 ; R$8,10 ;47;N;1;9
02/04/2017;3;1; R$0,78 ; R$0,98 ;63;N;2;1
02/04/2017;5;3; R$2,94 ; R$4,19 ;106;N;1;3
02/04/2017;7;6; R$1,01 ; R$1,44 ;83;N;1;6
02/04/2017;9;2; R$2,67 ; R$2,81 ;29;N;1;2
02/04/2017;7;10; R$1,01 ; R$1,44 ;66;N;1;
02/04/2017;6;3; R$2,94 ; R$3,09 ;88;N;1;3
02/04/2017;2;6; R$1,11 ; R$1,17 ;12;N;2;6
02/04/2017;5;5; R$2,91 ; R$4,15 ;10;N;1;5
02/04/2017;6;9; R$2,88 ; R$3,03 ;95;N;1;9
02/04/2017;3;10; R$0,78 ; R$0,97 ;101;N;2;
02/04/2017;4;3; R$1,67 ; R$2,39 ;113;N;1;3
03/04/2017;3;10; R$0,74 ; R$0,93 ;21;N;1;
03/04/2017;9;1; R$2,61 ; R$2,75 ;93;N;2;1
03/04/2017;2;2; R$1,09 ; R$1,14 ;87;N;1;2
03/04/2017;4;5; R$1,70 ; R$2,43 ;93;N;1;5
03/04/2017;2;6; R$1,11 ; R$1,17 ;26;N;1;6
03/04/2017;5;3; R$2,94 ; R$4,19 ;25;N;1;3
03/04/2017;5;3; R$3,00 ; R$4,28 ;28;N;1;3
03/04/2017;9;1; R$2,67 ; R$2,81 ;25;N;1;1
03/04/2017;5;7; R$3,00 ; R$4,28 ;114;N;2;7
03/04/2017;6;1; R$2,91 ; R$3,06 ;76;N;1;1
03/04/2017;5;9; R$2,91 ; R$4,15 ;109;N;2;9
03/04/2017;5;8; R$3,09 ; R$4,41 ;45;N;1;8
03/04/2017;7;5; R$1,04 ; R$1,48 ;105;N;2;5
03/04/2017;9;3; R$2,64 ; R$2,78 ;26;N;1;3
03/04/2017;3;5; R$0,76 ; R$0,95 ;40;N;2;5
03/04/2017;9;6; R$2,67 ; R$2,81 ;13;N;2;6
04/04/2017;2;3; R$1,12 ; R$1,18 ;93;N;2;3
04/04/2017;5;5; R$3,06 ; R$4,37 ;90;N;1;5
04/04/2017;5;8; R$3,00 ; R$4,28 ;29;N;1;8
04/04/2017;5;4; R$2,97 ; R$4,24 ;115;N;2;4
04/04/2017;1;2; R$6,81 ; R$8,52 ;102;N;1;2
04/04/2017;2;1; R$1,12 ; R$1,18 ;83;N;1;1
04/04/2017;3;1; R$0,77 ; R$0,96 ;59;N;1;1
04/04/2017;3;6; R$0,77 ; R$0,96 ;39;N;2;6
04/04/2017;4;4; R$1,67 ; R$2,39 ;81;N;2;4
04/04/2017;7;2; R$0,98 ; R$1,40 ;107;N;2;2
04/04/2017;9;2; R$7,89 ; R$8,30 ;32;N;1;2
04/04/2017;4;5; R$1,72 ; R$2,46 ;43;N;1;5
04/04/2017;7;7; R$0,98 ; R$1,40 ;12;N;1;7
05/04/2017;6;8; R$2,82 ; R$2,97 ;113;N;2;8
05/04/2017;7;6; R$1,02 ; R$1,45 ;85;N;2;6
05/04/2017;6;5; R$2,82 ; R$2,97 ;99;N;1;5
05/04/2017;7;8; R$0,98 ; R$1,40 ;20;N;1;8
05/04/2017;9;4; R$2,72 ; R$2,86 ;63;N;2;4
05/04/2017;4;9; R$1,65 ; R$2,36 ;45;N;1;9
05/04/2017;9;4; R$2,64 ; R$2,78 ;92;N;1;4
05/04/2017;3;10; R$0,74 ; R$0,93 ;70;N;1;
05/04/2017;7;6; R$1,04 ; R$1,48 ;85;N;2;6
05/04/2017;9;2; R$8,38 ; R$8,82 ;24;N;2;2
05/04/2017;4;2; R$1,67 ; R$2,39 ;91;N;1;2
05/04/2017;4;2; R$1,72 ; R$2,46 ;26;N;1;2
05/04/2017;5;5; R$2,97 ; R$4,24 ;55;N;1;5
05/04/2017;1;2; R$6,88 ; R$8,60 ;28;N;2;2
06/04/2017;1;5; R$6,61 ; R$8,27 ;51;N;2;5
06/04/2017;2;4; R$1,10 ; R$1,16 ;61;N;1;4
06/04/2017;3;4; R$0,76 ; R$0,95 ;35;N;2;4
06/04/2017;4;8; R$1,65 ; R$2,36 ;86;N;2;8
06/04/2017;5;5; R$2,94 ; R$4,19 ;34;N;1;5
06/04/2017;9;5; R$7,89 ; R$8,30 ;69;N;1;5
06/04/2017;6;10; R$2,91 ; R$3,06 ;80;N;2;
06/04/2017;7;10; R$1,04 ; R$1,48 ;86;N;1;
06/04/2017;9;5; R$2,61 ; R$2,75 ;30;N;1;5
06/04/2017;1;4; R$6,48 ; R$8,10 ;112;N;1;4
06/04/2017;1;5; R$6,61 ; R$8,27 ;30;N;1;5
06/04/2017;6;1; R$2,79 ; R$2,94 ;46;N;1;1
06/04/2017;9;4; R$2,56 ; R$2,70 ;105;N;1;4
06/04/2017;9;10; R$8,38 ; R$8,82 ;71;N;2;
06/04/2017;3;3; R$0,79 ; R$0,99 ;92;N;2;3
06/04/2017;3;4; R$0,77 ; R$0,96 ;72;N;2;4
06/04/2017;3;9; R$0,78 ; R$0,97 ;114;N;1;9
06/04/2017;5;9; R$2,97 ; R$4,24 ;28;N;1;9
06/04/2017;7;6; R$1,01 ; R$1,44 ;31;N;2;6
06/04/2017;6;8; R$2,79 ; R$2,94 ;80;N;1;8
06/04/2017;7;7; R$0,98 ; R$1,40 ;72;N;2;7
06/04/2017;9;4; R$2,72 ; R$2,86 ;20;N;2;4
06/04/2017;4;2; R$1,69 ; R$2,41 ;90;N;1;2
06/04/2017;7;7; R$0,99 ; R$1,41 ;75;N;2;7
06/04/2017;3;4; R$0,74 ; R$0,93 ;44;N;2;4
06/04/2017;9;9; R$2,64 ; R$2,78 ;103;N;1;9
07/04/2017;6;8; R$2,85 ; R$3,00 ;15;N;2;8
07/04/2017;6;8; R$2,79 ; R$2,94 ;104;N;2;8
07/04/2017;9;3; R$2,72 ; R$2,86 ;64;N;1;3
07/04/2017;2;6; R$1,12 ; R$1,18 ;64;N;1;6
07/04/2017;3;10; R$0,74 ; R$0,93 ;43;N;1;
07/04/2017;4;5; R$1,70 ; R$2,43 ;86;N;2;5
07/04/2017;4;10; R$1,72 ; R$2,46 ;103;N;2;
07/04/2017;7;8; R$1,03 ; R$1,47 ;75;N;1;8
07/04/2017;9;7; R$2,69 ; R$2,84 ;36;N;2;7
07/04/2017;9;7; R$2,72 ; R$2,86 ;77;N;1;7
07/04/2017;9;3; R$8,21 ; R$8,65 ;30;N;1;3
07/04/2017;9;7; R$8,13 ; R$8,56 ;62;N;2;7
07/04/2017;9;1; R$2,59 ; R$2,72 ;111;N;2;1
07/04/2017;1;10; R$6,61 ; R$8,27 ;56;N;1;
07/04/2017;1;8; R$6,68 ; R$8,35 ;17;N;1;8
07/04/2017;1;5; R$6,61 ; R$8,27 ;68;N;1;5
07/04/2017;5;8; R$2,97 ; R$4,24 ;45;N;2;8
07/04/2017;6;6; R$2,76 ; R$2,91 ;49;N;2;6
07/04/2017;9;8; R$2,67 ; R$2,81 ;39;N;1;8
07/04/2017;9;2; R$8,05 ; R$8,47 ;56;N;2;2
07/04/2017;9;6; R$8,21 ; R$8,65 ;97;N;1;6
07/04/2017;4;2; R$1,67 ; R$2,39 ;73;N;2;2
07/04/2017;3;5; R$0,76 ; R$0,95 ;60;N;2;5
07/04/2017;5;9; R$3,00 ; R$4,28 ;41;N;2;9
07/04/2017;6;2; R$2,82 ; R$2,97 ;100;N;1;2
07/04/2017;9;3; R$2,69 ; R$2,84 ;98;N;1;3
08/04/2017;9;1; R$8,13 ; R$8,56 ;32;N;1;1
08/04/2017;6;4; R$2,79 ; R$2,94 ;44;N;1;4
08/04/2017;9;6; R$2,64 ; R$2,78 ;73;N;2;6
08/04/2017;9;6; R$8,21 ; R$8,65 ;17;N;2;6
08/04/2017;9;4; R$2,56 ; R$2,70 ;56;N;1;4
08/04/2017;2;9; R$1,13 ; R$1,19 ;68;N;2;9
08/04/2017;5;1; R$3,03 ; R$4,32 ;31;N;1;1
08/04/2017;6;9; R$2,85 ; R$3,00 ;92;N;2;9
08/04/2017;5;4; R$2,97 ; R$4,24 ;95;N;1;4
08/04/2017;1;9; R$6,68 ; R$8,35 ;63;N;1;9
08/04/2017;4;9; R$1,64 ; R$2,34 ;50;N;1;9
09/04/2017;4;5; R$1,65 ; R$2,36 ;91;N;1;5
09/04/2017;6;10; R$2,76 ; R$2,91 ;105;N;2;
09/04/2017;9;3; R$2,56 ; R$2,70 ;92;N;2;3
09/04/2017;6;6; R$2,79 ; R$2,94 ;110;N;1;6
09/04/2017;6;10; R$2,91 ; R$3,06 ;84;N;1;
09/04/2017;9;10; R$8,21 ; R$8,65 ;22;N;1;
09/04/2017;7;3; R$1,04 ; R$1,48 ;69;N;1;3
09/04/2017;2;2; R$1,15 ; R$1,22 ;54;N;1;2
09/04/2017;6;7; R$2,85 ; R$3,00 ;91;N;1;7
09/04/2017;7;7; R$1,00 ; R$1,43 ;75;N;1;7
09/04/2017;2;1; R$1,13 ; R$1,19 ;29;N;2;1
09/04/2017;9;2; R$2,56 ; R$2,70 ;24;N;2;2
09/04/2017;1;9; R$6,61 ; R$8,27 ;87;N;1;9
09/04/2017;9;1; R$7,97 ; R$8,39 ;75;N;1;1
09/04/2017;4;7; R$1,72 ; R$2,46 ;53;N;1;7
09/04/2017;6;1; R$2,94 ; R$3,09 ;58;N;1;1
09/04/2017;7;1; R$1,02 ; R$1,45 ;90;N;1;1
10/04/2017;9;8; R$2,72 ; R$2,86 ;77;N;1;8
10/04/2017;2;6; R$1,14 ; R$1,20 ;22;N;1;6
10/04/2017;3;6; R$0,78 ; R$0,97 ;85;N;2;6
10/04/2017;5;10; R$2,94 ; R$4,19 ;90;N;1;
10/04/2017;3;1; R$0,79 ; R$0,99 ;15;N;1;1
10/04/2017;5;10; R$3,00 ; R$4,28 ;102;N;1;
10/04/2017;6;9; R$2,82 ; R$2,97 ;112;N;1;9
10/04/2017;9;2; R$7,89 ; R$8,30 ;98;N;1;2
10/04/2017;6;10; R$2,79 ; R$2,94 ;48;N;1;
10/04/2017;7;9; R$1,00 ; R$1,43 ;113;N;1;9
10/04/2017;9;9; R$8,38 ; R$8,82 ;78;N;2;9
10/04/2017;9;9; R$8,29 ; R$8,73 ;109;N;1;9
10/04/2017;3;8; R$0,77 ; R$0,96 ;115;N;1;8
10/04/2017;7;3; R$1,03 ; R$1,47 ;28;N;2;3
10/04/2017;1;1; R$6,81 ; R$8,52 ;65;N;1;1
10/04/2017;3;1; R$0,78 ; R$0,97 ;103;N;1;1
10/04/2017;9;8; R$2,64 ; R$2,78 ;34;N;1;8
10/04/2017;3;3; R$0,75 ; R$0,94 ;79;N;1;3
10/04/2017;2;4; R$1,15 ; R$1,22 ;48;N;2;4
10/04/2017;4;10; R$1,72 ; R$2,46 ;86;N;1;
10/04/2017;5;1; R$2,97 ; R$4,24 ;26;N;1;1
11/04/2017;4;9; R$1,69 ; R$2,41 ;65;N;1;9
11/04/2017;4;4; R$1,65 ; R$2,36 ;10;N;2;4
11/04/2017;9;3; R$8,13 ; R$8,56 ;71;N;1;3
11/04/2017;2;5; R$1,10 ; R$1,16 ;63;N;1;5
11/04/2017;5;7; R$3,06 ; R$4,37 ;16;N;1;7
11/04/2017;5;8; R$2,91 ; R$4,15 ;105;N;1;8
11/04/2017;5;7; R$3,06 ; R$4,37 ;77;N;2;7
11/04/2017;6;6; R$2,82 ; R$2,97 ;59;N;2;6
11/04/2017;5;1; R$3,03 ; R$4,32 ;14;N;1;1
11/04/2017;5;10; R$2,91 ; R$4,15 ;74;N;1;
11/04/2017;9;8; R$2,59 ; R$2,72 ;90;N;1;8
11/04/2017;9;10; R$8,38 ; R$8,82 ;10;N;1;
11/04/2017;1;9; R$6,81 ; R$8,52 ;47;N;1;9
11/04/2017;6;8; R$2,79 ; R$2,94 ;22;N;1;8
11/04/2017;7;6; R$0,99 ; R$1,41 ;63;N;1;6
11/04/2017;1;8; R$6,88 ; R$8,60 ;87;N;1;8
11/04/2017;6;4; R$2,85 ; R$3,00 ;25;N;2;4
11/04/2017;9;8; R$2,64 ; R$2,78 ;88;N;1;8
11/04/2017;1;4; R$6,81 ; R$8,52 ;14;N;1;4
11/04/2017;3;6; R$0,77 ; R$0,96 ;39;N;2;6
11/04/2017;4;7; R$1,65 ; R$2,36 ;50;N;2;7
